Study Site,Source,Period Start,Period End,Probable Period,Weight (g),Reference
Pouerua Pa,Mayor Island,1600,1769,Late,9.29,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.11,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.24,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Te Ahumata,1600,1769,Late,2.21,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,32.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.72,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.94,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.6,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1600,1769,Late,8.5,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.63,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.32,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.24,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.54,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.39,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.59,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.35,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.81,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.17,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.28,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.8,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.28,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.42,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.62,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.95,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.68,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1600,1769,Late,4.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,4.26,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,5.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,17.44,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,9.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.95,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,5.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.61,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,4.65,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,3.37,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,36.4,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,8.33,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,3.71,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1600,1769,Late,20.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,4.7,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.68,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,4.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.72,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,5.68,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,9.48,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,3.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.53,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,6.73,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,2.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.44,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.23,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.23,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.56,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.21,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.79,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.95,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.33,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.64,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.5,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.89,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.29,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.17,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.91,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.63,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.52,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1400,1600,Early,0.53,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.11,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.17,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.25,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.51,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.23,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.11,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.11,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.11,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.35,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.68,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.42,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.38,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.34,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.3,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.62,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1400,1600,Early,0.49,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.6,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.24,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Fanal Island,1400,1600,Early,1.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Fanal Island,1400,1600,Early,0.87,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.3,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.5,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.24,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.04,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1600,1769,Late,0.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.17,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.01,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.51,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.6,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,3.15,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.88,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.93,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.38,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2.64,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,1.21,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,4.76,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.7,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.96,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2.32,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.49,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.43,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.41,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.28,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1400,1600,Early,0.48,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,2.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.1,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.59,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.06,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2.13,McCoy et al (Circumscription) (2014) 
